id,task_id,transaction_id,agent_id,action,reasoning,memory_hits,similarity_scores,tokens_in,tokens_out,bedrock_model,latency_ms,reviewer_id,review_notes,evidence_s3_key,context_snapshot,created_at
5e5861fb-3d6f-451f-a1af-d3ec1a1f1f58,24e10956-655a-4e74-a556-d3a33ff13a6f,bd5e520f-10e7-47ca-89ba-f19297719eb8,DESKTOP-4PDKLKG,mcp_query,customer_history_count=4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:35:37.115435+00
5fffd862-5111-407d-a4ea-ff44e0f0559e,51a84d47-855d-4c4d-9549-b2cec58387ad,1ca75f3d-b751-42bd-a13d-bb8e640fcdf7,DESKTOP-4PDKLKG,memory_recall,NULL,2,"{0.2816595817106834,0.29428099181039713}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 18:10:42.635144+00
6216fbe7-aa67-47b4-a3bb-568ae4caebd6,af80e8b7-0433-4e81-9044-d74c50659939,439bbafb-7bf8-4cb0-a46e-1f6a55d4f211,DESKTOP-4PDKLKG,verdict_escalate,"The transaction has a risk score between 0.30 and 0.60 and an uncertain signal with a non-zero error balance on the destination account, which matches the criteria for escalation.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 18:10:24.186795+00
6290494f-02f8-4934-bc2a-dfc4bc34719f,d4566697-bbd6-4d4e-9eff-31a3c56b32d6,cd5bb0d4-be3f-46c3-a5e6-4ab185e5aafa,MSI,memory_recall,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-22 16:38:59.87218+00
62b20f7e-eb8f-451f-90e4-39b3cf2e6912,ab90e769-55a7-4866-b7bc-65a967e9d22e,4791a5e2-9c32-4b14-86e2-f8acfb427c40,MSI,mcp_query,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-22 14:21:48.168718+00
62e0af7c-b42a-46a1-97d3-a484960b49a1,abf11ee1-5607-46e4-876f-6184bb8483ce,03520f78-e9e5-4501-974f-ddb03040c37a,MSI,bedrock_reasoning,"The transaction has a risk score within the 0.30-0.60 range and the error balances suggest uncertain signals, requiring further investigation.",NULL,NULL,609,63,anthropic.claude-3-haiku-20240307-v1:0,1095,NULL,NULL,NULL,NULL,2026-07-22 14:20:51.154101+00
631b3ccb-e3bc-493c-93f9-0a9f05e8948a,086e2a6c-b21f-4951-aa01-8cce234676c4,821cb34e-40e6-4285-8e8b-731238514166,DESKTOP-4PDKLKG,mcp_query,customer_history_count=3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:35:23.089111+00
650615a4-1dec-4cd7-be39-6567930be8b3,24e10956-655a-4e74-a556-d3a33ff13a6f,bd5e520f-10e7-47ca-89ba-f19297719eb8,DESKTOP-4PDKLKG,memory_recall,NULL,1,{0.2630829277857555},NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:35:37.115435+00
65d7b999-1eb1-48d4-980b-3a489a5a3797,c0085907-3340-43f2-a794-5b3f4307830b,fc246595-4eb1-473e-8365-51a2a2970ce7,MSI,mcp_query,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-22 14:33:07.819929+00
667a6e98-1b55-4cdb-94e3-857d4bcc0e1b,da6a242e-91e1-4022-8bce-c576a51b5da7,3c079ad3-6506-46fb-be56-0d8f60f56fdf,DESKTOP-4PDKLKG,bedrock_reasoning,"The transaction has a risk score in the 0.30-0.60 range and has uncertain signals with non-zero error balances on both the originating and destination accounts, which matches the criteria for escalation.",NULL,NULL,317,78,anthropic.claude-3-haiku-20240307-v1:0,3500,NULL,NULL,NULL,NULL,2026-07-21 18:11:21.123128+00
684e4d59-4d41-4e5c-9315-071344bc6ba4,b8ccd4fb-7dbc-4a42-b69d-ddf4286be0c3,725ec0e5-c526-462d-a4d6-0572fd8469e7,DESKTOP-4PDKLKG,memory_recall,NULL,3,"{0.30277863774044467,0.303887040581416,0.3152722528414271}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:36:38.012029+00
6bab6ef6-0bac-43ea-a80d-2f2068bb2d46,d8a92254-1c36-45c6-bb1c-9ca52098c3a2,0ce39dc5-5c89-427a-812f-b679707fb36e,MSI,mcp_query,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-22 16:39:06.009009+00
6e621d06-49ed-4c22-a865-81bc5b5f49db,d1233955-a5c6-4a28-bd9f-ca0a0e33a8b7,6b975d08-b0e7-43b8-b733-a4a8eb7a1f07,MSI,memory_recall,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-22 16:38:49.894757+00
716c3858-15d8-40d3-829c-b7bef6ac6415,cc069f7d-2e40-4070-bc88-4fc1744b0b1a,e46daa50-8b57-444a-99a1-cb3e75db2937,DESKTOP-4PDKLKG,bedrock_reasoning,"The large error balances of over $169,000 for the originator and over $100,000 for the destination, along with the high risk score of 0.307, indicate a likely fraudulent activity.",NULL,NULL,416,77,anthropic.claude-3-haiku-20240307-v1:0,4188,NULL,NULL,NULL,NULL,2026-07-21 18:11:07.189801+00
734e0042-72c7-4a6c-be4d-bdce8de3ae00,d8a92254-1c36-45c6-bb1c-9ca52098c3a2,0ce39dc5-5c89-427a-812f-b679707fb36e,MSI,bedrock_reasoning,"The transaction has a risk score within the 0.30-0.60 range, and there are uncertain signals with a non-zero error balance on the destination account, matching the criteria for escalation.",NULL,NULL,521,75,anthropic.claude-3-haiku-20240307-v1:0,1123,NULL,NULL,NULL,NULL,2026-07-22 16:39:07.222039+00
740e5f28-bae3-4208-85d8-b501d795d01a,ba5f3bbe-73c6-4264-b010-441106ef554d,ef154cbb-3c8c-4f81-a69b-6c52bb661868,DESKTOP-4PDKLKG,memory_recall,NULL,2,"{0.22741535983712324,0.2884465427276779}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:36:42.302221+00
7415f4f7-b993-48c1-b7ef-87222bcb9f18,af80e8b7-0433-4e81-9044-d74c50659939,439bbafb-7bf8-4cb0-a46e-1f6a55d4f211,han,human_reviewed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,han,test via API,NULL,NULL,2026-07-22 17:28:02.686058+00
7438d777-f2c1-447d-9035-07f081ddd977,c0085907-3340-43f2-a794-5b3f4307830b,fc246595-4eb1-473e-8365-51a2a2970ce7,MSI,bedrock_reasoning,"The transaction has a risk score within the 0.30-0.60 range, and there are uncertain signals with non-zero error balances on both the originating and destination accounts, matching the criteria for escalation.",NULL,NULL,525,79,anthropic.claude-3-haiku-20240307-v1:0,1410,NULL,NULL,NULL,NULL,2026-07-22 14:36:49.804115+00
75b382bb-d487-4302-99ed-cc4c3a62490c,37197346-5ced-4da8-953e-418f6b6d30d4,9208b499-d6d7-4dcc-8718-416f31bd2e9e,DESKTOP-4PDKLKG,bedrock_reasoning,"The transaction has a high risk score of 0.793, and the destination account has a large positive error balance of 150624.03, indicating a potential balance wipe, which is a common fraud pattern.",NULL,NULL,506,75,anthropic.claude-3-haiku-20240307-v1:0,891,NULL,NULL,NULL,NULL,2026-07-21 21:35:45.208557+00
764c5dd3-bd7d-4be1-8033-a52339696100,558a6311-c922-4463-b233-3c4494458e15,9913f22c-d854-4d6e-aedc-cbf9b0211d23,DESKTOP-4PDKLKG,memory_recall,NULL,2,"{0.26706138421307857,0.2922314130568733}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:36:10.121463+00
7763b8cd-f26d-48ba-90cd-77eca53cd011,3ecf3ddd-44c7-4e8b-823d-1ff8f3a31582,9b50295a-3f01-4bc3-8dc1-753a64f1c4a3,DESKTOP-4PDKLKG,bedrock_reasoning,"The transaction has a risk score in the 0.30-0.60 range and has uncertain signals with non-zero error balances on both the originating and destination accounts, which matches the criteria for escalation.",NULL,NULL,502,78,anthropic.claude-3-haiku-20240307-v1:0,983,NULL,NULL,NULL,NULL,2026-07-21 21:35:56.166885+00
780ec37d-67b3-44a2-98bd-b4177cd0ec77,6400e308-286a-4a05-a054-3e27fb56d6f7,c4a0e0e4-9ec8-47dc-9097-21ec4df5d9e9,DESKTOP-4PDKLKG,memory_recall,NULL,1,{0.2753013847821256},NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 18:10:47.134225+00
7a7ea5aa-ebf2-4755-814c-18c712f8ed46,2672630d-091f-4c71-8580-040e4150156b,b9667a26-19fc-417c-8a40-bb56d8a6d33a,DESKTOP-4PDKLKG,bedrock_reasoning,"The transaction has a risk score within the 0.30-0.60 range and an uncertain signal with a non-zero error balance on the destination account, which matches the criteria for escalation.",NULL,NULL,318,74,anthropic.claude-3-haiku-20240307-v1:0,1016,NULL,NULL,NULL,NULL,2026-07-21 18:10:29.01175+00
7ac6c1f1-1073-4c8a-b16e-56cc433e9828,9911b20d-9ccf-41bd-bbbd-0a2cbafa88d8,f82897f4-b1c2-4cac-a9fd-731dab4bf77f,DESKTOP-4PDKLKG,verdict_escalate,"The transaction has a risk score in the 0.30-0.60 range and has uncertain signals with non-zero error balances on both the originating and destination accounts, matching the criteria for escalation.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:36:25.416678+00
7c47aa62-fefa-49ac-a666-037ccebf470f,d946934b-16d2-438b-8b13-9a88a87e2382,2e21164f-6dea-48f6-8ff9-5513b7001456,DESKTOP-4PDKLKG,memory_recall,NULL,3,"{0.2687746273434427,0.27649499125703236,0.2827505087032377}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:36:46.012212+00
7d588fb6-ac26-4459-aa5f-d37e7e60f9b8,beec5a4d-59a5-4eb4-902b-b26d114b1a9f,237bf4fb-2911-46e9-80d9-013aad7b6787,MSI,bedrock_reasoning,"The transaction has a high risk score of 0.255, and the error balance for the destination account is significantly high at $165,447.95, indicating a likely fraudulent activity.",NULL,NULL,615,70,anthropic.claude-3-haiku-20240307-v1:0,1138,NULL,NULL,NULL,NULL,2026-07-22 14:33:03.129915+00
7de899cc-b1b1-4271-8b36-ad5a1357ea65,584d634a-9900-4d10-8d92-ff5ddf1ee26b,bc61ba50-6546-4ffd-8cd1-4e3eedfb4b9c,DESKTOP-4PDKLKG,bedrock_reasoning,"The transaction has a high risk score of 0.427 and large error balances, indicating a likely fraudulent activity.",NULL,NULL,390,57,anthropic.claude-3-haiku-20240307-v1:0,781,NULL,NULL,NULL,NULL,2026-07-21 18:10:44.885234+00
7e8f1c93-2f55-43e9-840b-59ad0a7003ab,a5a263ce-1dd0-4a10-ba0b-ba7416ab7506,919c4f99-e9e0-475d-bc2e-e1bab9d32027,DESKTOP-4PDKLKG,memory_recall,NULL,2,"{0.2658729002116964,0.29806394015589266}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:36:29.30212+00
84b1f185-a650-4159-a118-e45b0b70a373,2672630d-091f-4c71-8580-040e4150156b,b9667a26-19fc-417c-8a40-bb56d8a6d33a,DESKTOP-4PDKLKG,verdict_escalate,"The transaction has a risk score within the 0.30-0.60 range and an uncertain signal with a non-zero error balance on the destination account, which matches the criteria for escalation.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 18:10:29.01175+00
84c714d5-92db-4477-9dd2-8d2ee37741a5,29d1ce71-e1ef-4b2e-bb86-22b164be0035,6774e46f-e25c-4d32-979a-32698bcc2c7d,DESKTOP-4PDKLKG,verdict_fraud,"The transaction has a high risk score of 0.110 and large error balances of over $75,000 for the originator and over $133,000 for the destination, indicating a likely fraudulent activity.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:35:41.364728+00
850d5c49-cf37-42cd-9404-03240b0696bb,f318d145-3879-4e50-bda1-93c75f071bb1,0f826fb6-d6bd-4180-86c0-86d90d679560,DESKTOP-4PDKLKG,bedrock_reasoning,"The transaction has a high risk score of 0.511 and a large error balance of -698,794.41 for the destination account, indicating a likely fraudulent activity.",NULL,NULL,583,69,anthropic.claude-3-haiku-20240307-v1:0,921,NULL,NULL,NULL,NULL,2026-07-21 21:36:53.372373+00
869a9316-6cbb-4bb3-a0ae-f18c9ed28519,96fe5b12-eab1-44b2-8347-cf574d919cbb,e8df688f-acc1-4669-a74c-40ec6dd91dda,DESKTOP-4PDKLKG,bedrock_reasoning,"The transaction has a low risk score of 0.123, which is below the fraud threshold, but the large error balances of over $136,000 for the originator and over $272,000 for the destination indicate a likely fraudulent activity.",NULL,NULL,390,85,anthropic.claude-3-haiku-20240307-v1:0,5843,NULL,NULL,NULL,NULL,2026-07-21 18:10:56.048332+00
8b504d87-88f7-41e3-b05a-132d03bdd4f9,d4566697-bbd6-4d4e-9eff-31a3c56b32d6,cd5bb0d4-be3f-46c3-a5e6-4ab185e5aafa,MSI,mcp_query,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-22 16:39:01.233858+00
8bd58fe6-fe18-4139-b314-49f85d9be976,485abd90-1be8-40f2-9b8e-04ed9a9e1a13,0a473afe-ac4a-42a1-8d33-da385c1dd399,DESKTOP-4PDKLKG,verdict_fraud,"The transaction has a high risk score of 0.422 and large error balances of over $83,000 for the originator and over $396,000 for the destination, indicating a likely fraudulent activity.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:36:00.012599+00
8cd36952-6b69-414b-8242-e6130e7a8749,3f2bf5ef-73cd-459a-8b22-071b94af56df,c733d0d6-2582-4dfd-8b3b-4824158470c4,DESKTOP-4PDKLKG,bedrock_reasoning,"The transaction has a high risk score of 0.746 and large error balances, indicating a likely fraudulent activity.",NULL,NULL,312,57,anthropic.claude-3-haiku-20240307-v1:0,875,NULL,NULL,NULL,NULL,2026-07-21 18:10:36.082823+00
8fcc2a6e-9201-470f-a60e-9123e6c9e1fe,a5a263ce-1dd0-4a10-ba0b-ba7416ab7506,919c4f99-e9e0-475d-bc2e-e1bab9d32027,DESKTOP-4PDKLKG,verdict_escalate,"The transaction has a risk score in the 0.30-0.60 range and has uncertain signals with non-zero error balances on both the originating and destination accounts, matching the criteria for escalation.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:36:29.30212+00
919bb33e-70df-4ad6-ab91-0b6249760d50,abf11ee1-5607-46e4-876f-6184bb8483ce,03520f78-e9e5-4501-974f-ddb03040c37a,MSI,mcp_query,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-22 14:20:49.88353+00
91d27dba-07b0-47b1-a83b-72f7574d25f3,acd5d2eb-47d1-4a5e-9ac2-5b0376623a80,57ad477b-3bfa-4b53-9e98-28cb37abe932,DESKTOP-4PDKLKG,mcp_query,customer_history_count=3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:36:33.74305+00
94ed4f6e-0e89-4fcc-b93d-7cdcec5ae915,abf11ee1-5607-46e4-876f-6184bb8483ce,03520f78-e9e5-4501-974f-ddb03040c37a,MSI,verdict_escalate,"The transaction has a risk score within the 0.30-0.60 range and the error balances suggest uncertain signals, requiring further investigation.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-22 14:20:52.252981+00
9694ef47-5246-4fb8-9724-3617df0e342b,4ced609f-91b6-448f-91dc-a86fcfa424f6,583f7e76-c327-4a3a-a659-4871a08840ee,DESKTOP-4PDKLKG,memory_recall,NULL,2,"{0.2583976300957609,0.29772157296351465}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:36:04.112132+00
96e6fe09-bf33-4af2-ab84-1007bba3f334,caa34494-1f88-4a6b-b7f0-7d576e4e8ed9,e7cf23a7-7efe-47b9-8214-d61fc0141d91,MSI,mcp_query,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-22 14:37:01.910089+00
973fda20-55e2-42ab-be5e-e50ab6b568d2,485abd90-1be8-40f2-9b8e-04ed9a9e1a13,0a473afe-ac4a-42a1-8d33-da385c1dd399,DESKTOP-4PDKLKG,mcp_query,customer_history_count=3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:36:00.012599+00
9761f4a3-025c-4530-8055-a8b122d59bb7,24e10956-655a-4e74-a556-d3a33ff13a6f,bd5e520f-10e7-47ca-89ba-f19297719eb8,DESKTOP-4PDKLKG,bedrock_reasoning,"The transaction has a high risk score of 0.727, and the destination account has a large negative error balance of -3981106.33, indicating a potential balance wipe, which is a common fraud pattern.",NULL,NULL,442,76,anthropic.claude-3-haiku-20240307-v1:0,1406,NULL,NULL,NULL,NULL,2026-07-21 21:35:37.115435+00
9a9033f6-a39a-4ba5-8408-0372adfec46a,eb54f674-7a84-4033-986a-7e29bbd2f341,3783f3e0-a22f-468e-a6ea-a3384118e583,DESKTOP-4PDKLKG,mcp_query,customer_history_count=2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:36:49.662496+00
9b574205-7768-47c3-9967-19f84a5a731f,b8ccd4fb-7dbc-4a42-b69d-ddf4286be0c3,725ec0e5-c526-462d-a4d6-0572fd8469e7,DESKTOP-4PDKLKG,verdict_fraud,"The transaction has a high risk score of 0.52 and a large error balance of 21,363.00 for the destination account, indicating a likely fraudulent activity.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:36:38.012029+00
9b6f7626-5ecd-4f6c-8bac-90cb99d6e333,51a84d47-855d-4c4d-9549-b2cec58387ad,1ca75f3d-b751-42bd-a13d-bb8e640fcdf7,DESKTOP-4PDKLKG,bedrock_reasoning,"The transaction has a high risk score of 0.723 and large error balances, indicating a likely fraudulent activity.",NULL,NULL,390,57,anthropic.claude-3-haiku-20240307-v1:0,813,NULL,NULL,NULL,NULL,2026-07-21 18:10:42.635144+00
9ba91a73-3579-413b-8426-7953fdec929a,c0085907-3340-43f2-a794-5b3f4307830b,fc246595-4eb1-473e-8365-51a2a2970ce7,MSI,memory_recall,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-22 14:33:06.358987+00
9bea50a4-078a-4b40-90b6-425b29d7ecee,c0085907-3340-43f2-a794-5b3f4307830b,fc246595-4eb1-473e-8365-51a2a2970ce7,MSI,verdict_escalate,"The transaction has a risk score within the 0.30-0.60 range, and there are uncertain signals with non-zero error balances on both the originating and destination accounts, matching the criteria for escalation.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-22 14:36:58.215568+00
9c813a14-5d25-44d8-8fce-afa443ff6b29,3e22fbbd-bb38-44b1-8c0b-53364b057a93,3454b338-d65f-4dd5-a850-95fc081bbf78,DESKTOP-4PDKLKG,memory_recall,NULL,3,"{0.2639256372296568,0.26829347814004023,0.2812148211576154}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:35:52.445874+00
a11b4146-19bd-4009-aa0d-4b7bf5ec4b36,6400e308-286a-4a05-a054-3e27fb56d6f7,c4a0e0e4-9ec8-47dc-9097-21ec4df5d9e9,DESKTOP-4PDKLKG,verdict_escalate,"The transaction has a risk score within the 0.30-0.60 range and an uncertain signal with a non-zero error balance on the destination account, which matches the criteria for escalation.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 18:10:47.134225+00
a32d9409-5b52-4727-b3fe-0e0b6cc89685,d4566697-bbd6-4d4e-9eff-31a3c56b32d6,cd5bb0d4-be3f-46c3-a5e6-4ab185e5aafa,MSI,verdict_escalate,"The transaction has a risk score within the 0.30-0.60 range and the customer's recent transaction history shows multiple similar pending transactions, indicating the need for further investigation.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-22 16:39:02.971036+00
a3410a2e-c74d-4487-a2e7-1912c08897ce,4ced609f-91b6-448f-91dc-a86fcfa424f6,583f7e76-c327-4a3a-a659-4871a08840ee,DESKTOP-4PDKLKG,verdict_escalate,"The transaction has a risk score in the 0.30-0.60 range and has uncertain signals with non-zero error balances on both the originating and destination accounts, which matches the criteria for escalation.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:36:04.112132+00
a35ecb68-31d2-4444-b349-2183369209b7,3850e406-4e25-48c4-b921-ffd574e49700,d45471d1-f61f-48ee-8dbb-1a2953c19279,DESKTOP-4PDKLKG,verdict_escalate,"The transaction has a risk score between 0.30 and 0.60, and the error balances suggest uncertain signals, requiring further investigation.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 18:10:33.824866+00
a381eb9a-b444-4005-8c2f-ce39e34c81a5,37197346-5ced-4da8-953e-418f6b6d30d4,9208b499-d6d7-4dcc-8718-416f31bd2e9e,DESKTOP-4PDKLKG,memory_recall,NULL,2,"{0.24087070200716998,0.28704892761388967}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:35:45.208557+00
a4f30c4f-50a2-4b1b-a683-cbc69df989c2,37197346-5ced-4da8-953e-418f6b6d30d4,9208b499-d6d7-4dcc-8718-416f31bd2e9e,DESKTOP-4PDKLKG,mcp_query,customer_history_count=3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:35:45.208557+00
a5d5844a-c360-4b21-a698-bf64ff681522,d1233955-a5c6-4a28-bd9f-ca0a0e33a8b7,6b975d08-b0e7-43b8-b733-a4a8eb7a1f07,MSI,verdict_fraud,"The transaction has a high risk score of 0.444, and the error balance of the destination account is a large negative amount, indicating potential fraudulent activity.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-22 16:38:53.066782+00
a7000fe7-fd1f-45d4-b5f5-87213948ef31,4d340990-757f-4b3a-a75f-72d818adbb56,34bd444b-484e-44f6-a91f-3873c795c305,DESKTOP-4PDKLKG,memory_recall,NULL,2,"{0.2674622376285637,0.27089106538508245}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 18:10:40.457985+00
a74cc954-273a-42c0-87b7-a0757cbfbc4f,caa34494-1f88-4a6b-b7f0-7d576e4e8ed9,e7cf23a7-7efe-47b9-8214-d61fc0141d91,MSI,memory_recall,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-22 14:37:00.476698+00
a7a86c81-1d18-430a-b040-86b7ee3b487b,f93a5532-b206-46b1-8a67-bfcc4921c8f3,14c445ed-72b5-49ee-9750-ce0c22d3c5c5,MSI,memory_recall,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-22 14:21:41.080391+00
a823c1b3-9c09-40b9-882c-ee30670ef4e4,ba5f3bbe-73c6-4264-b010-441106ef554d,ef154cbb-3c8c-4f81-a69b-6c52bb661868,DESKTOP-4PDKLKG,bedrock_reasoning,"The transaction has a risk score in the 0.30-0.60 range and has uncertain signals with non-zero error balances on both the originating and destination accounts, matching the criteria for escalation.",NULL,NULL,529,77,anthropic.claude-3-haiku-20240307-v1:0,968,NULL,NULL,NULL,NULL,2026-07-21 21:36:42.302221+00
ab3933fa-7159-484b-a184-7811e2aa8b14,b97b76ed-216c-4861-9457-8adf84095017,7ada43fa-ea8e-48ce-91a1-88241ffa1868,MSI,verdict_escalate,"The transaction has a risk score in the 0.30-0.60 range, and there are uncertain signals with non-zero error balances on both the originating and destination accounts, matching the criteria for escalation.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-22 14:21:54.600307+00
acb8527c-02b3-4fe3-8dd7-f3a10ecaab87,7c3512ca-4e8f-4a21-96af-edde45255887,c3454dbb-278e-42d4-a78f-44fa05817626,DESKTOP-4PDKLKG,memory_recall,NULL,2,"{0.2677121439323201,0.30108669367829033}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 18:10:53.894303+00
acdfb9b7-b5eb-4938-b2b6-3dfb4ac3f45a,4ced609f-91b6-448f-91dc-a86fcfa424f6,583f7e76-c327-4a3a-a659-4871a08840ee,DESKTOP-4PDKLKG,mcp_query,customer_history_count=4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:36:04.112132+00
b421f169-4dd3-427a-b89a-9bc786e904ee,b8ccd4fb-7dbc-4a42-b69d-ddf4286be0c3,725ec0e5-c526-462d-a4d6-0572fd8469e7,DESKTOP-4PDKLKG,bedrock_reasoning,"The transaction has a high risk score of 0.52 and a large error balance of 21,363.00 for the destination account, indicating a likely fraudulent activity.",NULL,NULL,514,69,anthropic.claude-3-haiku-20240307-v1:0,1000,NULL,NULL,NULL,NULL,2026-07-21 21:36:38.012029+00
b5674117-bc8d-4edb-8f64-c75f1a5b348f,f93a5532-b206-46b1-8a67-bfcc4921c8f3,14c445ed-72b5-49ee-9750-ce0c22d3c5c5,MSI,bedrock_reasoning,"The transaction has a risk score within the 0.30-0.60 range, and the error balance for the destination account is significantly high, suggesting uncertain signals that require further investigation.",NULL,NULL,608,71,anthropic.claude-3-haiku-20240307-v1:0,1169,NULL,NULL,NULL,NULL,2026-07-22 14:21:43.732402+00
b7d5a5d5-a010-41a0-a046-d2e4e65fafba,38686297-643e-40ff-95ce-cd1a378f4ef4,e6b60acc-2686-41a2-90a7-7fe37cf89a11,DESKTOP-4PDKLKG,bedrock_reasoning,"The transaction has a risk score between 0.30 and 0.60, and the error balances suggest uncertain signals, requiring further investigation.",NULL,NULL,602,63,anthropic.claude-3-haiku-20240307-v1:0,859,NULL,NULL,NULL,NULL,2026-07-21 21:35:48.885987+00
b8ee371f-8740-4292-b220-534dddafef8a,3e22fbbd-bb38-44b1-8c0b-53364b057a93,3454b338-d65f-4dd5-a850-95fc081bbf78,DESKTOP-4PDKLKG,bedrock_reasoning,"The transaction has a high risk score of 0.277 and large error balances of over $176,000 for the originator and over $389,000 for the destination, indicating a likely fraudulent activity.",NULL,NULL,601,78,anthropic.claude-3-haiku-20240307-v1:0,985,NULL,NULL,NULL,NULL,2026-07-21 21:35:52.445874+00
b98dec08-ee00-485a-b389-a55330e8301a,68338117-459f-47f2-93c3-1a5198ccdfc5,8dce8f98-bc5e-43ca-b9ed-4a8cfbfd201f,DESKTOP-4PDKLKG,verdict_fraud,"The transaction has a high risk score of 0.654 and large error balances, indicating a likely fraudulent activity.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 18:10:51.598285+00
ba923379-222e-4925-9d49-3111cb7b7e13,d946934b-16d2-438b-8b13-9a88a87e2382,2e21164f-6dea-48f6-8ff9-5513b7001456,DESKTOP-4PDKLKG,verdict_fraud,"The transaction has a high risk score of 0.298, and the error balance for the destination account is significantly high at $63,100.72, indicating a likely fraudulent activity.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:36:46.012212+00
bab59127-0f72-4d3c-8b11-6328ac1deeed,b8ccd4fb-7dbc-4a42-b69d-ddf4286be0c3,725ec0e5-c526-462d-a4d6-0572fd8469e7,DESKTOP-4PDKLKG,mcp_query,customer_history_count=1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2026-07-21 21:36:38.012029+00
